episode,timestep,reward
461,462000,-55.4276
463,464000,-5.1406
465,466000,-63.2383
467,468000,-81.2502
469,470000,-101.627
471,472000,-35.0772
473,474000,-41.5595
475,476000,-105.296
477,478000,-106.7421
479,480000,-125.6836
481,482000,-68.2191
483,484000,-95.0151
485,486000,3.9405
487,488000,-29.4869
489,490000,-70.1181
491,492000,-154.2334
493,494000,-167.6529
495,496000,20.8821
497,498000,-224.723
499,500000,-156.1905
501,502000,7.5818
503,504000,14.2617
505,506000,78.5692
507,508000,-5.5145
509,510000,147.0705
511,512000,-111.7935
513,514000,35.6161
515,516000,-232.8153
517,518000,-6.0027
519,520000,-15.0188
521,522000,-117.3129
523,524000,-18.646
525,526000,-22.7345
527,528000,-13.5881
529,530000,76.3994
531,532000,5.7029
533,534000,108.5874
535,536000,56.7405
537,538000,45.0447
539,540000,59.8286
541,542000,14.2188
543,544000,-1.6274
545,546000,-66.2165
547,548000,-21.5073
549,550000,-83.3205
551,552000,17.9674
553,554000,51.6046
555,556000,-164.6482
557,558000,-39.073
559,560000,-91.1988
561,562000,-140.7452
563,564000,-103.2777
565,566000,-100.1093
567,568000,39.3306
569,570000,1.7976
571,572000,-26.9877
573,574000,114.2782
575,576000,13.3537
577,578000,92.1644
579,580000,26.2022
581,582000,104.4346
583,584000,-124.2388
585,586000,84.0253
587,588000,-125.8357
589,590000,3.0087
591,592000,-3.5538
593,594000,-107.8326
595,596000,-18.1413
597,598000,-6.0998
599,600000,-488.8039
601,602000,-221.4079
603,604000,84.784
605,606000,69.4845
607,608000,158.0125
609,610000,-64.3909
611,612000,-176.9513
613,614000,36.3722
615,616000,-43.3763
617,618000,36.4522
619,620000,-84.386
621,622000,62.0541
623,624000,-284.9087
625,626000,-294.336
627,628000,-41.2878
629,630000,93.2045
631,632000,126.4986
633,634000,-39.7273
635,636000,-78.8922
637,638000,-23.1222
639,640000,97.0652
641,642000,45.7868
643,644000,10.7603
645,646000,-163.3355
647,648000,-40.4224
649,650000,-110.9887
651,652000,-230.5384
653,654000,-192.7798
655,656000,116.6354
657,658000,47.4604
659,660000,70.1038
661,662000,-235.7269
663,664000,-277.6739
665,666000,-192.755
667,668000,-67.07
669,670000,-52.4807
671,672000,-135.9294
673,674000,-79.5638
675,676000,-51.1909
677,678000,-306.1882
679,680000,-54.4325
681,682000,-82.3339
683,684000,-165.8058
685,686000,-71.8524
687,688000,-51.0634
689,690000,-43.2176
691,692000,-23.7305
693,694000,23.866
695,696000,-272.2867
697,698000,-379.7774
699,700000,-61.3966
701,702000,3.8027
703,704000,24.8056
705,706000,27.0745
707,708000,-123.3146
709,710000,80.0241
711,712000,-109.0172
713,714000,29.7099
715,716000,-19.183
717,718000,-69.7922
719,720000,-143.1795
721,722000,-37.0714
723,724000,179.2585
725,726000,-75.1902
727,728000,-69.6721
729,730000,-38.0505
731,732000,-44.1727
733,734000,-212.5786
735,736000,-68.5008
737,738000,-47.2122
739,740000,-174.2877
741,742000,-178.6023
743,744000,22.6306
745,746000,-42.2845
747,748000,-103.7925
749,750000,31.8324
751,752000,-81.9702
753,754000,-225.6684
755,756000,71.1276
757,758000,-101.2835
759,760000,17.2012
761,762000,-91.8677
763,764000,-179.7099
765,766000,-155.5675
767,768000,-91.8095
769,770000,-4.0785
771,772000,-159.2594
773,774000,49.2809
775,776000,-40.6347
777,778000,-229.4593
779,780000,-31.9949
781,782000,-21.6961
783,784000,92.5549
785,786000,-84.4353
787,788000,-76.5134
789,790000,-52.3808
791,792000,-89.7934
793,794000,-117.1148
795,796000,-448.756
797,798000,-5.7909
799,800000,-241.5327
801,802000,-116.1022
803,804000,-24.8755
805,806000,-180.4104
807,808000,-254.2239
809,810000,45.4352
811,812000,-336.8857
813,814000,-408.3596
815,816000,22.9545
817,818000,-230.51
819,820000,-242.4415
821,822000,-575.5163
823,824000,-66.215
825,826000,40.1858
827,828000,77.6727
829,830000,5.997
831,832000,-4.5615
833,834000,-300.8396
835,836000,-77.3405
837,838000,11.8456
839,840000,-28.2805
841,842000,-117.6542
843,844000,-133.4735
845,846000,-386.4919
847,848000,-317.2438
849,850000,-144.9589
851,852000,-178.0997
853,854000,-343.6329
855,856000,123.3568
857,858000,-117.0171
859,860000,-30.89
861,862000,-2.9597
863,864000,-71.7136
865,866000,84.0959
867,868000,-66.9859
869,870000,-85.0133
871,872000,36.6809
873,874000,-40.3609
875,876000,-72.3549
877,878000,-145.8446
879,880000,-81.857
881,882000,-465.8948
883,884000,-44.4929
885,886000,-172.6928
887,888000,-208.2364
889,890000,-70.6877
891,892000,-317.0695
893,894000,-116.002
895,896000,-315.4
897,898000,-13.3153
899,900000,-450.0274
901,902000,-232.2914
903,904000,-177.8421
905,906000,4.3738
907,908000,-59.2978
909,910000,-163.7912
911,912000,-327.2112
913,914000,-163.4904
915,916000,-316.3357
917,918000,-135.1847
919,920000,-119.0098
921,922000,-93.1552
923,924000,46.8754
925,926000,-131.6739
927,928000,-105.3361
929,930000,28.0885
931,932000,-238.8767
933,934000,-488.8118
935,936000,-311.082
937,938000,-196.4323
939,940000,-74.4043
941,942000,-114.2014
943,944000,-222.6896
945,946000,-226.5749
947,948000,-144.3241
949,950000,-277.9561
951,952000,-225.0377
953,954000,-383.2422
955,956000,-95.4076
957,958000,-100.3307
959,960000,-549.3296
961,962000,-515.6399
963,964000,-92.0254
965,966000,-171.9516
967,968000,-414.4128
969,970000,3.5159
971,972000,79.6944
973,974000,-567.6231
975,976000,17.0926
977,978000,-210.0267
979,980000,-202.5551
981,982000,-15.926
983,984000,-167.5969
985,986000,-606.3082
987,988000,-117.8808
989,990000,-338.7913
991,992000,-400.0073
993,994000,-41.6293
995,996000,4.7414
997,998000,-79.4185
999,1000000,-265.1712
