episode,timestep,reward
625,626000,199.2729
627,628000,316.7539
629,630000,231.3306
631,632000,141.4596
633,634000,284.9565
635,636000,331.2854
637,638000,342.7419
639,640000,351.0246
641,642000,291.247
643,644000,321.2531
645,646000,261.2924
647,648000,284.0757
649,650000,273.8505
651,652000,204.4005
653,654000,250.4773
655,656000,349.8423
657,658000,113.6918
659,660000,327.9749
661,662000,274.8394
663,664000,283.0386
665,666000,99.1918
667,668000,315.5787
669,670000,194.4811
671,672000,197.857
673,674000,275.6409
675,676000,330.6925
677,678000,320.7583
679,680000,43.2134
681,682000,275.7797
683,684000,272.7355
685,686000,283.6492
687,688000,194.6628
689,690000,246.6596
691,692000,392.0883
693,694000,230.7212
695,696000,357.6107
697,698000,222.3734
699,700000,272.6177
701,702000,254.1296
703,704000,344.8429
705,706000,298.2188
707,708000,150.8887
709,710000,256.5944
711,712000,270.3682
713,714000,349.6427
715,716000,294.8616
717,718000,258.6678
719,720000,398.583
721,722000,340.4313
723,724000,239.8949
725,726000,258.4272
727,728000,203.6863
729,730000,431.4863
731,732000,174.602
733,734000,221.2716
735,736000,355.3737
737,738000,213.6723
739,740000,285.7889
741,742000,317.1946
743,744000,390.9874
745,746000,328.3783
747,748000,245.3637
749,750000,376.7709
751,752000,241.7572
753,754000,306.4177
755,756000,363.7857
757,758000,41.6729
759,760000,409.8071
761,762000,188.7725
763,764000,369.5513
765,766000,377.6209
767,768000,481.5074
769,770000,377.4622
771,772000,457.9217
773,774000,403.5719
775,776000,429.6974
777,778000,465.4826
779,780000,66.0874
781,782000,382.9652
783,784000,211.2036
785,786000,376.3484
787,788000,451.3075
789,790000,437.0016
791,792000,300.6829
793,794000,417.2959
795,796000,329.1639
797,798000,87.4009
799,800000,304.0978
801,802000,149.2498
803,804000,145.1852
805,806000,376.8318
807,808000,146.3575
809,810000,434.159
811,812000,344.7347
813,814000,489.4692
815,816000,319.0582
817,818000,368.8389
819,820000,401.1667
821,822000,435.5879
823,824000,411.7997
825,826000,385.2218
827,828000,322.7815
829,830000,404.3593
831,832000,336.4619
833,834000,397.7299
835,836000,301.9566
837,838000,431.7092
839,840000,423.0257
841,842000,523.2886
843,844000,370.863
845,846000,288.3678
847,848000,188.979
849,850000,315.7507
851,852000,372.4893
853,854000,349.2722
855,856000,352.9365
857,858000,285.3047
859,860000,419.0614
861,862000,416.2253
863,864000,-228.3076
865,866000,451.7181
867,868000,180.4054
869,870000,338.5157
871,872000,374.7927
873,874000,431.8776
875,876000,476.3996
877,878000,403.65
879,880000,-8.9963
881,882000,437.0754
883,884000,525.9386
885,886000,351.192
887,888000,374.2218
889,890000,132.1646
891,892000,529.5732
893,894000,520.1182
895,896000,461.376
897,898000,19.6823
899,900000,314.7852
901,902000,385.5659
903,904000,373.0747
905,906000,249.4875
907,908000,445.6627
909,910000,437.6235
911,912000,413.4132
913,914000,414.0221
915,916000,487.6207
917,918000,386.0545
919,920000,481.0943
921,922000,464.9444
923,924000,334.948
925,926000,407.488
927,928000,110.7442
929,930000,423.3062
931,932000,430.3477
933,934000,297.832
935,936000,534.7174
937,938000,311.2277
939,940000,366.3941
941,942000,368.254
943,944000,463.4765
945,946000,421.994
947,948000,442.0076
949,950000,471.2136
951,952000,389.2971
953,954000,460.008
955,956000,198.2258
957,958000,449.1125
959,960000,508.7664
961,962000,539.4842
963,964000,355.3567
965,966000,503.2202
967,968000,275.2608
969,970000,448.325
971,972000,277.9752
973,974000,60.7598
975,976000,367.4057
977,978000,409.1714
979,980000,394.2623
981,982000,310.5633
983,984000,-16.9094
985,986000,488.2271
987,988000,460.9076
989,990000,445.6278
991,992000,489.2571
993,994000,517.935
995,996000,405.1909
997,998000,456.8183
999,1000000,444.2723
