episode,timestep,reward
639,640000,535.4556
641,642000,397.5102
643,644000,520.2267
645,646000,443.3355
647,648000,472.0407
649,650000,604.3249
651,652000,394.634
653,654000,325.5652
655,656000,437.1403
657,658000,324.5104
659,660000,150.8817
661,662000,446.2887
663,664000,407.2867
665,666000,412.7141
667,668000,484.3011
669,670000,425.605
671,672000,401.077
673,674000,400.3154
675,676000,579.4987
677,678000,246.9445
679,680000,470.787
681,682000,512.9507
683,684000,393.7718
685,686000,477.798
687,688000,370.2352
689,690000,420.3132
691,692000,22.2944
693,694000,312.1105
695,696000,463.1093
697,698000,399.8304
699,700000,523.7443
701,702000,395.9994
703,704000,494.6211
705,706000,486.6599
707,708000,485.2969
709,710000,534.6392
711,712000,315.816
713,714000,500.3378
715,716000,91.3064
717,718000,456.6931
719,720000,486.3553
721,722000,457.3149
723,724000,464.0054
725,726000,449.6839
727,728000,435.5303
729,730000,346.8679
731,732000,563.2208
733,734000,349.3927
735,736000,494.5833
737,738000,416.3999
739,740000,451.8891
741,742000,489.9496
743,744000,502.2914
745,746000,391.4143
747,748000,500.1245
749,750000,360.0505
751,752000,308.6451
753,754000,531.3043
755,756000,583.4563
757,758000,698.7563
759,760000,516.2166
761,762000,587.9927
763,764000,454.1385
765,766000,518.9815
767,768000,555.9272
769,770000,580.9314
771,772000,545.5073
773,774000,581.3202
775,776000,525.0308
777,778000,567.9562
779,780000,634.0468
781,782000,574.1374
783,784000,626.4758
785,786000,502.2162
787,788000,526.302
789,790000,477.0316
791,792000,500.1205
793,794000,391.403
795,796000,523.9395
797,798000,591.1383
799,800000,654.4315
801,802000,528.7426
803,804000,674.7894
805,806000,562.5635
807,808000,559.9179
809,810000,609.1639
811,812000,612.0336
813,814000,568.2587
815,816000,638.1375
817,818000,647.7637
819,820000,602.6366
821,822000,569.9949
823,824000,551.9661
825,826000,429.0862
827,828000,521.9187
829,830000,472.0734
831,832000,304.5886
833,834000,545.6951
835,836000,600.982
837,838000,529.1552
839,840000,564.9363
841,842000,590.1788
843,844000,586.2546
845,846000,432.9661
847,848000,48.739
849,850000,667.6528
851,852000,475.4433
853,854000,490.1151
855,856000,633.378
857,858000,554.0141
859,860000,673.4237
861,862000,524.901
863,864000,563.8858
865,866000,429.7656
867,868000,600.2803
869,870000,474.9777
871,872000,322.243
873,874000,298.9357
875,876000,625.3719
877,878000,456.9881
879,880000,481.1431
881,882000,574.1396
883,884000,555.5659
885,886000,594.3545
887,888000,579.7076
889,890000,524.686
891,892000,368.5409
893,894000,656.0361
895,896000,698.8307
897,898000,601.6486
899,900000,563.3687
901,902000,568.0633
903,904000,627.3379
905,906000,687.7586
907,908000,220.9128
909,910000,443.1768
911,912000,534.152
913,914000,450.8917
915,916000,646.4682
917,918000,38.7961
919,920000,613.8597
921,922000,710.5749
923,924000,558.5236
925,926000,531.9725
927,928000,513.4376
929,930000,537.9624
931,932000,588.1693
933,934000,529.9234
935,936000,645.1653
937,938000,524.094
939,940000,586.6806
941,942000,596.9891
943,944000,514.0893
945,946000,488.629
947,948000,320.7208
949,950000,539.5891
951,952000,709.3892
953,954000,545.528
955,956000,598.6399
957,958000,498.7796
959,960000,538.7021
961,962000,567.2525
963,964000,567.0783
965,966000,658.7574
967,968000,609.9921
969,970000,509.7422
971,972000,719.3606
973,974000,96.553
975,976000,591.639
977,978000,164.7784
979,980000,522.0115
981,982000,373.0427
983,984000,473.0728
985,986000,528.4746
987,988000,465.2061
989,990000,678.4285
991,992000,461.1522
993,994000,260.8679
995,996000,385.3857
997,998000,491.4858
999,1000000,489.5123
